"","gy","ph","dy"
"ATx2931/R05425",3206.7258,88.265,69.25
"ATx2931/R05512",3090.13895,92.71,70.5
"ATx2931/R07161",3577.60705,109.855,69.75
"ATx2931/R07178",3843.84025,92.71,69
"ATx2931/R08224",2748.13715,105.41,71.25
"ATx2931/R08297",3900.44035,95.885,69
"ATx2931/R08303",3739.14225,88.265,69
"ATx2931/R08304",4050.30185,102.235,69
"ATx2931/R08306",3994.7205,95.885,69
"ATx2931/R11158",3637.5004,99.06,69
"ATx2931/R11208",3503.2773,86.36,69.25
"ATx2931/R12071",3721.89695,95.885,70.5
"ATx2931/R12145",3447.59725,99.06,72
"ATx2931/R12148",3694.8809,99.06,71.25
"ATx2931/R12154",3503.4631,95.885,71
"ATx2931/R12156",3889.88535,103.505,72
"ATx2931/R12157",4053.97185,104.14,70.5
"ATx2931/RTx2912",2348.2921,92.71,72
"ATx2931/RTx2913",3615.6792,107.315,72
"ATx2931/RTx2914",3445.6213,100.33,70.5
"ATx2931/RTx2916",3102.7672,95.885,72
"ATx2931/RTx2917",3801.10505,99.06,69
"ATx2931/RTx2918",3932.68845,99.06,69.25
"ATx2931/RTx2919",3513.5286,93.98,69
"ATx2931/RTx2920",3583.0018,89.535,69
"ATx2931/RTx2935",3693.20895,95.885,69.25
"ATx2931/RTx2936",3355.6583,94.615,70.75
"ATx2931/RTx2937",3794.48015,97.79,69.25
"ATx2931/RTx2938",2309.6136,87.63,72.75
"ATx2931/RTx2939",2657.7896,109.04345,73.1128
"ATx2931/RTx2940",3863.1076,94.615,69.25
"ATx2931/RTx2941",3074.05985,97.155,72
"ATx2931/RTx2942",3971.5038,102.235,68.5
"ATx2931/RTx2943",3452.9715,104.14,72
"ATx2931/RTx2944",3155.2426,95.885,69
"ATx2934/R01302",2892.54445,92.71,70.25
"ATx2934/R02107",2538.4489,95.885,70.25
"ATx2934/R03248",3795.38355,85.725,68.5
"ATx2934/R04060",4146.736,101.6,69.75
"ATx2934/R04104",4145.58275,95.25,68
"ATx2934/R05330",3350.85295,102.235,71
"ATx2934/R05386",3905.4097,85.725,68
"ATx2934/R05393",2520.39895,88.9,71
"ATx2934/R05405",3557.62595,83.185,68
"ATx2934/R05425",3184.1511,83.185,68.25
"ATx2934/R05512",3067.56425,87.63,69.5
"ATx2934/R07161",3555.03235,104.775,68.75
"ATx2934/R07178",3821.26555,87.63,68
"ATx2934/R08224",2725.56245,100.33,70.25
"ATx2934/R08297",3877.86565,90.805,68
"ATx2934/R08303",3716.56755,83.185,68
"ATx2934/R08304",4027.72715,97.155,68
"ATx2934/R08306",3972.1458,90.805,68
"ATx2934/R11158",3614.9257,93.98,68
"ATx2934/R11208",3480.7026,81.28,68.25
"ATx2934/R12071",3699.32225,90.805,69.5
"ATx2934/R12145",3425.02255,93.98,71
"ATx2934/R12148",3672.3062,93.98,70.25
"ATx2934/R12154",3480.8884,90.805,70
"ATx2934/R12156",3867.31065,98.425,71
"ATx2934/R12157",4031.39715,99.06,69.5
"ATx2934/RTx2912",2325.7174,87.63,71
"ATx2934/RTx2913",3593.1045,102.235,71
"ATx2934/RTx2914",3423.0466,95.25,69.5
"ATx2934/RTx2916",3080.1925,90.805,71
"ATx2934/RTx2917",3778.53035,93.98,68
"ATx2934/RTx2918",3910.11375,93.98,68.25
"ATx2934/RTx2919",3490.9539,88.9,68
"ATx2934/RTx2920",3560.4271,84.455,68
"ATx2934/RTx2935",3670.63425,90.805,68.25
"ATx2934/RTx2936",3333.0836,89.535,69.75
"ATx2934/RTx2937",3771.90545,92.71,68.25
"ATx2934/RTx2938",2287.0389,82.55,71.75
"ATx2934/RTx2939",2635.2149,103.96345,72.1128
"ATx2934/RTx2940",3840.5329,89.535,68.25
"ATx2934/RTx2941",3051.48515,92.075,71
"ATx2934/RTx2942",3948.9291,97.155,67.5
"ATx2934/RTx2943",3430.3968,99.06,71
"ATx2934/RTx2944",3132.6679,90.805,68
"ATx3408/R01302",2507.07355,108.585,73.25
"ATx3408/R02107",2152.978,111.76,73.25
"ATx3408/R03248",3409.91265,101.6,71.5
"ATx3408/R04060",3761.2651,117.475,72.75
"ATx3408/R04104",3760.11185,111.125,71
"ATx3408/R05330",2965.38205,118.11,74
"ATx3408/R05386",3519.9388,101.6,71
"ATx3408/R05393",2134.92805,104.775,74
"ATx3408/R05405",3172.15505,99.06,71
"ATx3408/R05425",2798.6802,99.06,71.25
"ATx3408/R05512",2682.09335,103.505,72.5
"ATx3408/R07161",3169.56145,120.65,71.75
"ATx3408/R07178",3435.79465,103.505,71
"ATx3408/R08224",2340.09155,116.205,73.25
"ATx3408/R08297",3492.39475,106.68,71
"ATx3408/R08303",3331.09665,99.06,71
"ATx3408/R08304",3642.25625,113.03,71
"ATx3408/R08306",3586.6749,106.68,71
"ATx3408/R11158",3229.4548,109.855,71
"ATx3408/R11208",3095.2317,97.155,71.25
"ATx3408/R12071",3313.85135,106.68,72.5
"ATx3408/R12145",3039.55165,109.855,74
"ATx3408/R12148",3286.8353,109.855,73.25
"ATx3408/R12154",3095.4175,106.68,73
"ATx3408/R12156",3481.83975,114.3,74
"ATx3408/R12157",3645.92625,114.935,72.5
"ATx3408/RTx2912",1940.2465,103.505,74
"ATx3408/RTx2913",3207.6336,118.11,74
"ATx3408/RTx2914",3037.5757,111.125,72.5
"ATx3408/RTx2916",2694.7216,106.68,74
"ATx3408/RTx2917",3393.05945,109.855,71
"ATx3408/RTx2918",3524.64285,109.855,71.25
"ATx3408/RTx2919",3105.483,104.775,71
"ATx3408/RTx2920",3174.9562,100.33,71
"ATx3408/RTx2935",3285.16335,106.68,71.25
"ATx3408/RTx2936",2947.6127,105.41,72.75
"ATx3408/RTx2937",3386.43455,108.585,71.25
"ATx3408/RTx2938",1901.568,98.425,74.75
"ATx3408/RTx2939",2249.744,119.83845,75.1128
"ATx3408/RTx2940",3455.062,105.41,71.25
"ATx3408/RTx2941",2666.01425,107.95,74
"ATx3408/RTx2942",3563.4582,113.03,70.5
"ATx3408/RTx2943",3044.9259,114.935,74
"ATx3408/RTx2944",2747.197,106.68,71
"ATx3409/R01302",2325.96255,100.965,73.25
"ATx3409/R02107",1971.867,104.14,73.25
"ATx3409/R03248",3228.80165,93.98,71.5
"ATx3409/R04060",3580.1541,109.855,72.75
"ATx3409/R04104",3579.00085,103.505,71
"ATx3409/R05330",2784.27105,110.49,74
"ATx3409/R05386",3338.8278,93.98,71
"ATx3409/R05393",1953.81705,97.155,74
"ATx3409/R05405",2991.04405,91.44,71
"ATx3409/R05425",2617.5692,91.44,71.25
"ATx3409/R05512",2500.98235,95.885,72.5
"ATx3409/R07161",2988.45045,113.03,71.75
"ATx3409/R07178",3254.68365,95.885,71
"ATx3409/R08224",2158.98055,108.585,73.25
"ATx3409/R08297",3311.28375,99.06,71
"ATx3409/R08303",3149.98565,91.44,71
"ATx3409/R08304",3461.14525,105.41,71
"ATx3409/R08306",3405.5639,99.06,71
"ATx3409/R11158",3048.3438,102.235,71
"ATx3409/R11208",2914.1207,89.535,71.25
"ATx3409/R12071",3132.74035,99.06,72.5
"ATx3409/R12145",2858.44065,102.235,74
"ATx3409/R12148",3105.7243,102.235,73.25
"ATx3409/R12154",2914.3065,99.06,73
"ATx3409/R12156",3300.72875,106.68,74
"ATx3409/R12157",3464.81525,107.315,72.5
"ATx3409/RTx2912",1759.1355,95.885,74
"ATx3409/RTx2913",3026.5226,110.49,74
"ATx3409/RTx2914",2856.4647,103.505,72.5
"ATx3409/RTx2916",2513.6106,99.06,74
"ATx3409/RTx2917",3211.94845,102.235,71
"ATx3409/RTx2918",3343.53185,102.235,71.25
"ATx3409/RTx2919",2924.372,97.155,71
"ATx3409/RTx2920",2993.8452,92.71,71
"ATx3409/RTx2935",3104.05235,99.06,71.25
"ATx3409/RTx2936",2766.5017,97.79,72.75
"ATx3409/RTx2937",3205.32355,100.965,71.25
"ATx3409/RTx2938",1720.457,90.805,74.75
"ATx3409/RTx2939",2068.633,112.21845,75.1128
"ATx3409/RTx2940",3273.951,97.79,71.25
"ATx3409/RTx2941",2484.90325,100.33,74
"ATx3409/RTx2942",3382.3472,105.41,70.5
"ATx3409/RTx2943",2863.8149,107.315,74
"ATx3409/RTx2944",2566.086,99.06,71
"ATx644/R01302",2186.66245,102.87,70.5
"ATx644/R02107",1832.5669,106.045,70.5
"ATx644/R03248",3089.50155,95.885,68.75
"ATx644/R04060",3440.854,111.76,70
"ATx644/R04104",3439.70075,105.41,68.25
"ATx644/R05330",2644.97095,112.395,71.25
"ATx644/R05386",3199.5277,95.885,68.25
"ATx644/R05393",1814.51695,99.06,71.25
"ATx644/R05405",2851.74395,93.345,68.25
"ATx644/R05425",2478.2691,93.345,68.5
"ATx644/R05512",2361.68225,97.79,69.75
"ATx644/R07161",2849.15035,114.935,69
"ATx644/R07178",3115.38355,97.79,68.25
"ATx644/R08224",2019.68045,110.49,70.5
"ATx644/R08297",3171.98365,100.965,68.25
"ATx644/R08303",3010.68555,93.345,68.25
"ATx644/R08304",3321.84515,107.315,68.25
"ATx644/R08306",3266.2638,100.965,68.25
"ATx644/R11158",2909.0437,104.14,68.25
"ATx644/R11208",2774.8206,91.44,68.5
"ATx644/R12071",2993.44025,100.965,69.75
"ATx644/R12145",2719.14055,104.14,71.25
"ATx644/R12148",2966.4242,104.14,70.5
"ATx644/R12154",2775.0064,100.965,70.25
"ATx644/R12156",3161.42865,108.585,71.25
"ATx644/R12157",3325.51515,109.22,69.75
"ATx644/RTx2912",1619.8354,97.79,71.25
"ATx644/RTx2913",2887.2225,112.395,71.25
"ATx644/RTx2914",2717.1646,105.41,69.75
"ATx644/RTx2916",2374.3105,100.965,71.25
"ATx644/RTx2917",3072.64835,104.14,68.25
"ATx644/RTx2918",3204.23175,104.14,68.5
"ATx644/RTx2919",2785.0719,99.06,68.25
"ATx644/RTx2920",2854.5451,94.615,68.25
"ATx644/RTx2935",2964.75225,100.965,68.5
"ATx644/RTx2936",2627.2016,99.695,70
"ATx644/RTx2937",3066.02345,102.87,68.5
"ATx644/RTx2938",1581.1569,92.71,72
"ATx644/RTx2939",1929.3329,114.12345,72.3628
"ATx644/RTx2940",3134.6509,99.695,68.5
"ATx644/RTx2941",2345.60315,102.235,71.25
"ATx644/RTx2942",3243.0471,107.315,67.75
"ATx644/RTx2943",2724.5148,109.22,71.25
"ATx644/RTx2944",2426.7859,100.965,68.25
